,id,timestamp,prob,type
48,FR.SZBH.02,2024-03-02 06:31:12.650000,0.92963016,s
49,FR.SZBH.02,2024-03-02 06:31:21.970000,0.12560265,s
50,FR.SZBH.02,2024-03-02 06:31:32.180000,0.7577284,p
51,FR.SZBH.02,2024-03-02 06:31:33.440000,0.91813457,s
52,FR.SZBH.02,2024-03-02 06:31:37.300000,0.13663635,s
53,FR.SZBH.02,2024-03-02 06:32:08.530000,0.18599224,s
54,FR.SZBH.02,2024-03-02 06:32:17.690000,0.31062603,p
55,FR.SZBH.02,2024-03-02 06:32:18.890000,0.91206557,s
56,FR.SZBH.02,2024-03-02 06:32:33.620000,0.30323923,p
57,FR.SZBH.02,2024-03-02 06:32:36.240000,0.13230665,s
58,FR.SZBH.02,2024-03-02 06:32:38.820000,0.17024504,s
59,FR.SZBH.02,2024-03-02 06:32:43.690000,0.16931747,s
60,FR.SZBH.02,2024-03-02 06:32:47.220000,0.8654217,p
61,FR.SZBH.02,2024-03-02 06:32:47.840000,0.19081761,p
62,FR.SZBH.02,2024-03-02 06:32:48.630000,0.94549924,s
63,FR.SZBH.02,2024-03-02 06:32:49.570000,0.36115825,p
64,FR.SZBH.02,2024-03-02 06:32:51.140000,0.6594692,s
65,FR.SZBH.02,2024-03-02 06:32:56.640000,0.30099332,p
66,FR.LEMB.00,2024-03-02 06:28:38.910000,0.1110467,p
67,FR.LEMB.00,2024-03-02 06:29:21.240000,0.14417233,p
68,FR.LEMB.00,2024-03-02 06:30:18.510000,0.28908008,p
69,FR.LEMB.00,2024-03-02 06:30:21.260000,0.7916782,s
70,FR.LEMB.00,2024-03-02 06:30:43.990000,0.24728858,p
71,FR.LEMB.00,2024-03-02 06:30:51.340000,0.37017617,p
72,FR.LEMB.00,2024-03-02 06:30:53.930000,0.3526301,s
73,FR.LEMB.00,2024-03-02 06:30:53.920000,0.2983738,p
74,FR.LEMB.00,2024-03-02 06:30:59.020000,0.27936152,s
75,FR.LEMB.00,2024-03-02 06:31:13.330000,0.7795729,p
76,FR.LEMB.00,2024-03-02 06:31:16.070000,0.74723506,s
77,FR.LEMB.00,2024-03-02 06:31:36.900000,0.115943626,p
78,FR.LEMB.00,2024-03-02 06:31:48.410000,0.17890045,p
79,FR.LEMB.00,2024-03-02 06:31:49.610000,0.1012559,p
80,FR.LEMB.00,2024-03-02 06:31:53.550000,0.29943377,p
81,FR.LEMB.00,2024-03-02 06:32:20.480000,0.13938618,p
82,FR.LEMB.00,2024-03-02 06:32:21.450000,0.17240682,p
83,FR.LEMB.00,2024-03-02 06:32:21.910000,0.12482268,s
84,FR.LEMB.00,2024-03-02 06:32:49.360000,0.8339824,p
85,FR.LEMB.00,2024-03-02 06:32:52.080000,0.75570214,s
86,FR.LEMB.00,2024-03-02 06:32:54.520000,0.19179857,s
87,FR.HOHE.00,2024-03-02 06:28:19.180000,0.17068936,p
88,FR.HOHE.00,2024-03-02 06:28:39.120000,0.23529595,p
89,FR.HOHE.00,2024-03-02 06:28:43.900000,0.115018785,p
90,FR.HOHE.00,2024-03-02 06:29:35.470000,0.15386213,p
91,FR.HOHE.00,2024-03-02 06:29:36.810000,0.11089316,p
92,FR.HOHE.00,2024-03-02 06:29:53.550000,0.14569367,p
93,FR.HOHE.00,2024-03-02 06:30:22.480000,0.5674082,p
94,FR.HOHE.00,2024-03-02 06:30:27.900000,0.35838437,s
95,FR.HOHE.00,2024-03-02 06:30:51.000000,0.10459553,s
96,FR.HOHE.00,2024-03-02 06:30:51.200000,0.26229978,p
97,FR.HOHE.00,2024-03-02 06:31:00.620000,0.34607425,s
98,FR.HOHE.00,2024-03-02 06:31:00.480000,0.24440067,p
99,FR.HOHE.00,2024-03-02 06:31:17.540000,0.39920807,p
100,FR.HOHE.00,2024-03-02 06:31:19.610000,0.13246514,p
101,FR.HOHE.00,2024-03-02 06:31:20.480000,0.13302486,p
102,FR.HOHE.00,2024-03-02 06:31:22.970000,0.27573347,s
103,FR.HOHE.00,2024-03-02 06:31:23.050000,0.23327582,p
104,FR.HOHE.00,2024-03-02 06:31:37.430000,0.1395432,p
105,FR.HOHE.00,2024-03-02 06:31:38.230000,0.11429828,p
106,FR.HOHE.00,2024-03-02 06:32:06.090000,0.13573876,p
107,FR.HOHE.00,2024-03-02 06:32:53.470000,0.30165815,p
108,FO.BETS.00,2024-03-02 06:30:00.430000,0.13851109,p
109,FO.BETS.00,2024-03-02 06:30:01.100000,0.27780265,s
110,FO.BETS.00,2024-03-02 06:30:14.760000,0.8027599,p
111,FO.BETS.00,2024-03-02 06:30:15.000000,0.17042042,s
112,FO.BETS.00,2024-03-02 06:30:15.570000,0.7358023,p
113,FO.BETS.00,2024-03-02 06:30:15.730000,0.3522542,s
114,FO.BETS.00,2024-03-02 06:30:16.460000,0.9571572,s
115,FO.BETS.00,2024-03-02 06:30:19.680000,0.5117044,s
116,FO.BETS.00,2024-03-02 06:30:21.840000,0.95029217,p
117,FO.BETS.00,2024-03-02 06:30:22.710000,0.9356696,s
118,FO.BETS.00,2024-03-02 06:30:29.900000,0.1013081,p
119,FO.BETS.00,2024-03-02 06:30:30.400000,0.9537061,p
120,FO.BETS.00,2024-03-02 06:30:31.280000,0.90966254,s
121,FO.BETS.00,2024-03-02 06:30:35.750000,0.9051211,p
122,FO.BETS.00,2024-03-02 06:30:36.630000,0.80251473,s
123,FO.BETS.00,2024-03-02 06:30:38.380000,0.9682587,p
124,FO.BETS.00,2024-03-02 06:30:39.290000,0.93287873,s
125,FO.BETS.00,2024-03-02 06:30:41.020000,0.75785315,p
126,FO.BETS.00,2024-03-02 06:30:41.810000,0.39289957,s
127,FO.BETS.00,2024-03-02 06:30:47.290000,0.88017285,p
128,FO.BETS.00,2024-03-02 06:30:47.720000,0.70711136,s
129,FO.BETS.00,2024-03-02 06:30:48.360000,0.9539386,p
130,FO.BETS.00,2024-03-02 06:30:48.750000,0.27133986,s
131,FO.BETS.00,2024-03-02 06:30:49.250000,0.96460086,s
132,FO.BETS.00,2024-03-02 06:30:53.410000,0.9729648,p
133,FO.BETS.00,2024-03-02 06:30:54.280000,0.95675766,s
134,FO.BETS.00,2024-03-02 06:30:59.500000,0.9367812,p
135,FO.BETS.00,2024-03-02 06:31:00.360000,0.9041924,s
136,FO.BETS.00,2024-03-02 06:31:01.150000,0.5468008,p
137,FO.BETS.00,2024-03-02 06:31:02.000000,0.7960784,s
138,FO.BETS.00,2024-03-02 06:31:02.710000,0.54725564,p
139,FO.BETS.00,2024-03-02 06:31:03.590000,0.6054987,s
140,FO.BETS.00,2024-03-02 06:31:07.500000,0.8803262,p
141,FO.BETS.00,2024-03-02 06:31:08.410000,0.8027747,s
142,FO.BETS.00,2024-03-02 06:31:10.400000,0.9768645,p
143,FO.BETS.00,2024-03-02 06:31:11.260000,0.970501,s
144,FO.BETS.00,2024-03-02 06:31:19.740000,0.8107476,p
145,FO.BETS.00,2024-03-02 06:31:20.590000,0.8768296,s
146,FO.BETS.00,2024-03-02 06:31:31.200000,0.9735076,p
147,FO.BETS.00,2024-03-02 06:31:32.080000,0.9623793,s
148,FO.BETS.00,2024-03-02 06:31:47.830000,0.97595394,p
149,FO.BETS.00,2024-03-02 06:31:48.710000,0.94723487,s
150,FO.BETS.00,2024-03-02 06:31:49.960000,0.86486405,p
151,FO.BETS.00,2024-03-02 06:31:50.830000,0.9197451,s
152,FO.BETS.00,2024-03-02 06:31:54.530000,0.96011275,p
153,FO.BETS.00,2024-03-02 06:31:55.400000,0.96125114,s
154,FO.BETS.00,2024-03-02 06:32:04.800000,0.84666777,p
155,FO.BETS.00,2024-03-02 06:32:05.590000,0.70063585,s
156,FO.BETS.00,2024-03-02 06:32:06.230000,0.91222066,p
157,FO.BETS.00,2024-03-02 06:32:07.080000,0.92358536,s
158,FO.BETS.00,2024-03-02 06:32:10.140000,0.8839097,p
159,FO.BETS.00,2024-03-02 06:32:11.000000,0.8794024,s
160,FO.BETS.00,2024-03-02 06:32:15.700000,0.88929504,p
161,FO.BETS.00,2024-03-02 06:32:16.190000,0.35008216,s
162,FO.BETS.00,2024-03-02 06:32:16.650000,0.865066,p
163,FO.BETS.00,2024-03-02 06:32:17.520000,0.95007753,s
164,FO.BETS.00,2024-03-02 06:32:20.980000,0.7384709,p
165,FO.BETS.00,2024-03-02 06:32:21.840000,0.74810845,s
166,FO.BETS.00,2024-03-02 06:32:22.480000,0.41405642,p
167,FO.BETS.00,2024-03-02 06:32:23.240000,0.27109814,s
168,FO.BETS.00,2024-03-02 06:32:29.390000,0.87773913,p
169,FO.BETS.00,2024-03-02 06:32:29.850000,0.61415297,s
170,FO.BETS.00,2024-03-02 06:32:38.120000,0.9013954,p
171,FO.BETS.00,2024-03-02 06:32:38.980000,0.9016005,s
172,FO.BETS.00,2024-03-02 06:32:39.910000,0.16490757,p
173,FO.BETS.00,2024-03-02 06:32:40.470000,0.10126113,s
174,FO.BETS.00,2024-03-02 06:32:42.860000,0.85468054,p
175,FO.BETS.00,2024-03-02 06:32:43.720000,0.7690814,s
176,FO.BETS.00,2024-03-02 06:32:46.350000,0.97645843,p
177,FO.BETS.00,2024-03-02 06:32:46.690000,0.13071509,s
178,FO.BETS.00,2024-03-02 06:32:47.210000,0.9571084,s
179,FO.BETS.00,2024-03-02 06:32:47.580000,0.15723623,p
180,FO.BETS.00,2024-03-02 06:32:48.900000,0.9632689,p
181,FO.BETS.00,2024-03-02 06:32:49.260000,0.18708052,s
182,FO.BETS.00,2024-03-02 06:32:49.780000,0.9265484,s
183,FO.BETS.00,2024-03-02 06:32:53.560000,0.8295679,p
184,FO.BETS.00,2024-03-02 06:32:54.000000,0.36421993,s
185,FO.BETS.00,2024-03-02 06:32:54.690000,0.86358374,p
186,FO.BETS.00,2024-03-02 06:32:55.560000,0.74257517,s
187,FO.BETS.00,2024-03-02 06:32:55.730000,0.12955846,p
188,FO.BETS.00,2024-03-02 06:32:56.660000,0.17478043,s
189,RG.RITT.00,2024-03-02 06:30:13.799538,0.14166652,p
190,RG.RITT.00,2024-03-02 06:30:15.099538,0.815087,p
191,RG.RITT.00,2024-03-02 06:30:15.859538,0.32249606,s
192,RG.RITT.00,2024-03-02 06:30:15.689538,0.5924407,p
193,RG.RITT.00,2024-03-02 06:30:16.799538,0.9186425,s
194,RG.RITT.00,2024-03-02 06:30:17.059538,0.14201419,p
195,RG.RITT.00,2024-03-02 06:30:20.019538,0.116962865,s
196,RG.RITT.00,2024-03-02 06:30:21.969538,0.86736923,p
197,RG.RITT.00,2024-03-02 06:30:23.029538,0.933692,s
198,RG.RITT.00,2024-03-02 06:30:30.539538,0.8337373,p
199,RG.RITT.00,2024-03-02 06:30:31.609538,0.858616,s
200,RG.RITT.00,2024-03-02 06:30:34.529538,0.19347592,s
201,RG.RITT.00,2024-03-02 06:30:36.049538,0.49998045,p
202,RG.RITT.00,2024-03-02 06:30:36.549538,0.3832825,s
203,RG.RITT.00,2024-03-02 06:30:38.679538,0.82996386,p
204,RG.RITT.00,2024-03-02 06:30:39.599538,0.9101388,s
205,RG.RITT.00,2024-03-02 06:30:41.079538,0.16238074,p
206,RG.RITT.00,2024-03-02 06:30:42.269538,0.11660105,s
207,RG.RITT.00,2024-03-02 06:30:47.609538,0.8417249,p
208,RG.RITT.00,2024-03-02 06:30:48.079538,0.7755668,s
209,RG.RITT.00,2024-03-02 06:30:48.459538,0.6836586,p
210,RG.RITT.00,2024-03-02 06:30:49.559538,0.9396857,s
211,RG.RITT.00,2024-03-02 06:30:53.529538,0.86872256,p
212,RG.RITT.00,2024-03-02 06:30:54.599538,0.8876259,s
213,RG.RITT.00,2024-03-02 06:30:59.649538,0.8678229,p
214,RG.RITT.00,2024-03-02 06:31:00.729538,0.7769731,s
215,RG.RITT.00,2024-03-02 06:31:01.369538,0.64959425,p
216,RG.RITT.00,2024-03-02 06:31:02.429538,0.7226439,s
217,RG.RITT.00,2024-03-02 06:31:02.999538,0.7208202,p
218,RG.RITT.00,2024-03-02 06:31:03.969538,0.73010397,s
219,RG.RITT.00,2024-03-02 06:31:07.859538,0.62809974,p
220,RG.RITT.00,2024-03-02 06:31:08.739538,0.77005345,s
221,RG.RITT.00,2024-03-02 06:31:10.509538,0.9024348,p
222,RG.RITT.00,2024-03-02 06:31:11.619538,0.9264299,s
223,RG.RITT.00,2024-03-02 06:31:19.989538,0.6562945,p
224,RG.RITT.00,2024-03-02 06:31:20.879538,0.5376524,s
225,RG.RITT.00,2024-03-02 06:31:26.179538,0.14894654,p
226,RG.RITT.00,2024-03-02 06:31:27.069538,0.41765222,s
227,RG.RITT.00,2024-03-02 06:31:30.279538,0.12751132,s
228,RG.RITT.00,2024-03-02 06:31:31.389538,0.77070355,p
229,RG.RITT.00,2024-03-02 06:31:32.419538,0.9542546,s
230,RG.RITT.00,2024-03-02 06:31:34.669538,0.18043338,p
231,RG.RITT.00,2024-03-02 06:31:41.129538,0.48621708,p
232,RG.RITT.00,2024-03-02 06:31:41.699538,0.2419159,s
233,RG.RITT.00,2024-03-02 06:31:44.629538,0.37806153,p
234,RG.RITT.00,2024-03-02 06:31:45.419538,0.2847811,s
235,RG.RITT.00,2024-03-02 06:31:48.029538,0.7880594,p
236,RG.RITT.00,2024-03-02 06:31:48.379538,0.24172024,s
237,RG.RITT.00,2024-03-02 06:31:49.039538,0.9135163,s
238,RG.RITT.00,2024-03-02 06:31:50.339538,0.90679467,p
239,RG.RITT.00,2024-03-02 06:31:51.209538,0.8459333,s
240,RG.RITT.00,2024-03-02 06:31:53.529538,0.3857793,p
241,RG.RITT.00,2024-03-02 06:31:54.829538,0.76622117,p
242,RG.RITT.00,2024-03-02 06:31:55.599538,0.68751353,s
243,RG.RITT.00,2024-03-02 06:32:06.629538,0.39118743,p
244,RG.RITT.00,2024-03-02 06:32:07.229538,0.20112352,s
245,RG.RITT.00,2024-03-02 06:32:10.449538,0.5501623,p
246,RG.RITT.00,2024-03-02 06:32:11.399538,0.41413808,s
247,RG.RITT.00,2024-03-02 06:32:14.739538,0.563764,p
248,RG.RITT.00,2024-03-02 06:32:15.369538,0.1814255,s
249,RG.RITT.00,2024-03-02 06:32:16.789538,0.21188296,s
250,RG.RITT.00,2024-03-02 06:32:16.969538,0.724345,p
251,RG.RITT.00,2024-03-02 06:32:17.879538,0.89759624,s
252,RG.RITT.00,2024-03-02 06:32:21.319538,0.62533927,p
253,RG.RITT.00,2024-03-02 06:32:22.079538,0.6258199,s
254,RG.RITT.00,2024-03-02 06:32:22.919538,0.1183406,p
255,RG.RITT.00,2024-03-02 06:32:30.099538,0.6050343,p
256,RG.RITT.00,2024-03-02 06:32:30.579538,0.568858,s
257,RG.RITT.00,2024-03-02 06:32:38.429538,0.57483196,p
258,RG.RITT.00,2024-03-02 06:32:38.819538,0.24379167,s
259,RG.RITT.00,2024-03-02 06:32:43.669538,0.6027921,p
260,RG.RITT.00,2024-03-02 06:32:44.129538,0.6967382,s
261,RG.RITT.00,2024-03-02 06:32:46.509538,0.8623276,p
262,RG.RITT.00,2024-03-02 06:32:47.569538,0.9457381,s
263,RG.RITT.00,2024-03-02 06:32:49.279538,0.101981886,s
264,RG.RITT.00,2024-03-02 06:32:49.189538,0.65322536,p
265,RG.RITT.00,2024-03-02 06:32:50.109538,0.83847374,s
266,RG.RITT.00,2024-03-02 06:32:53.849538,0.25311336,p
267,RG.RITT.00,2024-03-02 06:32:54.349538,0.27601343,s
268,RG.RITT.00,2024-03-02 06:32:55.069538,0.7190083,p
269,RG.RITT.00,2024-03-02 06:32:55.749538,0.5164319,s
270,RG.RITT.00,2024-03-02 06:32:56.029538,0.5080517,p
271,RG.RITT.00,2024-03-02 06:32:56.969538,0.27076474,s
272,RG.KUHL.00,2024-03-02 06:29:49.239538,0.1056323,p
273,RG.KUHL.00,2024-03-02 06:30:14.039538,0.63423586,p
274,RG.KUHL.00,2024-03-02 06:30:14.879538,0.7980384,p
275,RG.KUHL.00,2024-03-02 06:30:16.579538,0.8931716,s
276,RG.KUHL.00,2024-03-02 06:30:15.699538,0.66148347,p
277,RG.KUHL.00,2024-03-02 06:30:19.469538,0.33765692,s
278,RG.KUHL.00,2024-03-02 06:30:21.939538,0.95273817,p
279,RG.KUHL.00,2024-03-02 06:30:22.789538,0.9138345,s
280,RG.KUHL.00,2024-03-02 06:30:30.549538,0.959442,p
281,RG.KUHL.00,2024-03-02 06:30:31.399538,0.87845045,s
282,RG.KUHL.00,2024-03-02 06:30:35.879538,0.9068586,p
283,RG.KUHL.00,2024-03-02 06:30:36.749538,0.8419196,s
284,RG.KUHL.00,2024-03-02 06:30:38.519538,0.9665368,p
285,RG.KUHL.00,2024-03-02 06:30:39.349538,0.91221285,s
286,RG.KUHL.00,2024-03-02 06:30:41.159538,0.7291329,p
287,RG.KUHL.00,2024-03-02 06:30:42.029538,0.5151856,s
288,RG.KUHL.00,2024-03-02 06:30:47.419538,0.8980003,p
289,RG.KUHL.00,2024-03-02 06:30:47.819538,0.76814944,s
290,RG.KUHL.00,2024-03-02 06:30:48.489538,0.95342445,p
291,RG.KUHL.00,2024-03-02 06:30:49.319538,0.9131055,s
292,RG.KUHL.00,2024-03-02 06:30:53.529538,0.96171874,p
293,RG.KUHL.00,2024-03-02 06:30:54.389538,0.9112953,s
294,RG.KUHL.00,2024-03-02 06:30:59.649538,0.9498482,p
295,RG.KUHL.00,2024-03-02 06:31:00.519538,0.86003715,s
296,RG.KUHL.00,2024-03-02 06:31:00.829538,0.30281398,p
297,RG.KUHL.00,2024-03-02 06:31:02.119538,0.69328403,s
298,RG.KUHL.00,2024-03-02 06:31:02.779538,0.73226726,p
299,RG.KUHL.00,2024-03-02 06:31:03.639538,0.70950896,s
300,RG.KUHL.00,2024-03-02 06:31:07.609538,0.8702164,p
301,RG.KUHL.00,2024-03-02 06:31:08.439538,0.7099406,s
302,RG.KUHL.00,2024-03-02 06:31:09.969538,0.12731855,p
303,RG.KUHL.00,2024-03-02 06:31:10.519538,0.98140866,p
304,RG.KUHL.00,2024-03-02 06:31:11.389538,0.91466,s
305,RG.KUHL.00,2024-03-02 06:31:19.799538,0.7025109,p
306,RG.KUHL.00,2024-03-02 06:31:20.649538,0.80215275,s
307,RG.KUHL.00,2024-03-02 06:31:31.309538,0.98274255,p
308,RG.KUHL.00,2024-03-02 06:31:32.189538,0.9361249,s
309,RG.KUHL.00,2024-03-02 06:31:47.969538,0.97268695,p
310,RG.KUHL.00,2024-03-02 06:31:48.849538,0.94046605,s
311,RG.KUHL.00,2024-03-02 06:31:50.129538,0.9268516,p
312,RG.KUHL.00,2024-03-02 06:31:51.009538,0.84206927,s
313,RG.KUHL.00,2024-03-02 06:31:53.989538,0.3398939,p
314,RG.KUHL.00,2024-03-02 06:31:54.669538,0.8800346,p
315,RG.KUHL.00,2024-03-02 06:31:55.589538,0.8663898,s
316,RG.KUHL.00,2024-03-02 06:32:04.919538,0.88046765,p
317,RG.KUHL.00,2024-03-02 06:32:05.769538,0.81651866,s
318,RG.KUHL.00,2024-03-02 06:32:06.379538,0.93049544,p
319,RG.KUHL.00,2024-03-02 06:32:06.769538,0.10478978,s
320,RG.KUHL.00,2024-03-02 06:32:07.279538,0.87912804,s
321,RG.KUHL.00,2024-03-02 06:32:10.259538,0.9366435,p
322,RG.KUHL.00,2024-03-02 06:32:11.129538,0.88434196,s
323,RG.KUHL.00,2024-03-02 06:32:14.889538,0.13702957,p
324,RG.KUHL.00,2024-03-02 06:32:15.839538,0.82215774,p
325,RG.KUHL.00,2024-03-02 06:32:17.639538,0.8842632,s
326,RG.KUHL.00,2024-03-02 06:32:16.769538,0.8632411,p
327,RG.KUHL.00,2024-03-02 06:32:20.529538,0.10443313,p
328,RG.KUHL.00,2024-03-02 06:32:21.159538,0.84181297,p
329,RG.KUHL.00,2024-03-02 06:32:21.799538,0.6789388,s
330,RG.KUHL.00,2024-03-02 06:32:22.579538,0.568543,p
331,RG.KUHL.00,2024-03-02 06:32:23.479538,0.5904745,s
332,RG.KUHL.00,2024-03-02 06:32:26.069538,0.18159108,p
333,RG.KUHL.00,2024-03-02 06:32:26.919538,0.2872226,s
334,RG.KUHL.00,2024-03-02 06:32:29.539538,0.95685226,p
335,RG.KUHL.00,2024-03-02 06:32:30.419538,0.90014493,s
336,RG.KUHL.00,2024-03-02 06:32:38.279538,0.9165051,p
337,RG.KUHL.00,2024-03-02 06:32:39.139538,0.86776125,s
338,RG.KUHL.00,2024-03-02 06:32:40.069538,0.26387987,p
339,RG.KUHL.00,2024-03-02 06:32:41.009538,0.26697972,s
340,RG.KUHL.00,2024-03-02 06:32:42.979538,0.8369966,p
341,RG.KUHL.00,2024-03-02 06:32:44.389538,0.6267989,s
342,RG.KUHL.00,2024-03-02 06:32:46.499538,0.97248816,p
343,RG.KUHL.00,2024-03-02 06:32:47.379538,0.90674764,s
344,RG.KUHL.00,2024-03-02 06:32:49.019538,0.8966378,p
345,RG.KUHL.00,2024-03-02 06:32:49.889538,0.92051214,s
346,RG.KUHL.00,2024-03-02 06:32:53.699538,0.8740779,p
347,RG.KUHL.00,2024-03-02 06:32:54.119538,0.42348963,s
348,RG.KUHL.00,2024-03-02 06:32:54.849538,0.88501483,p
349,RG.KUHL.00,2024-03-02 06:32:55.719538,0.77929395,s
350,RG.KUHL.00,2024-03-02 06:32:56.739538,0.36927018,s
351,FO.OPS.00,2024-03-02 06:28:04.760000,0.12941653,s
352,FO.OPS.00,2024-03-02 06:28:30.470000,0.102674834,p
353,FO.OPS.00,2024-03-02 06:28:42.770000,0.16015884,p
354,FO.OPS.00,2024-03-02 06:28:45.250000,0.52782273,p
355,FO.OPS.00,2024-03-02 06:28:48.300000,0.33629066,s
356,FO.OPS.00,2024-03-02 06:29:00.890000,0.19067858,p
357,FO.OPS.00,2024-03-02 06:29:04.510000,0.26831037,s
358,FO.OPS.00,2024-03-02 06:29:04.620000,0.15888017,p
359,FO.OPS.00,2024-03-02 06:29:06.190000,0.17418598,s
360,FO.OPS.00,2024-03-02 06:29:12.140000,0.11292223,p
361,FO.OPS.00,2024-03-02 06:29:17.170000,0.4227524,p
362,FO.OPS.00,2024-03-02 06:29:18.010000,0.7338804,s
363,FO.OPS.00,2024-03-02 06:29:26.820000,0.11146799,p
364,FO.OPS.00,2024-03-02 06:29:28.120000,0.45013222,s
365,FO.OPS.00,2024-03-02 06:29:45.800000,0.78953743,p
366,FO.OPS.00,2024-03-02 06:29:46.830000,0.46717587,s
367,FO.OPS.00,2024-03-02 06:29:56.700000,0.15655723,p
368,FO.OPS.00,2024-03-02 06:29:57.400000,0.12305284,p
369,FO.OPS.00,2024-03-02 06:30:02.630000,0.15380861,p
370,FO.OPS.00,2024-03-02 06:30:15.400000,0.8720877,p
371,FO.OPS.00,2024-03-02 06:30:16.070000,0.15851398,s
372,FO.OPS.00,2024-03-02 06:30:16.170000,0.6118504,p
373,FO.OPS.00,2024-03-02 06:30:17.280000,0.92249125,s
374,FO.OPS.00,2024-03-02 06:30:22.440000,0.8757441,p
375,FO.OPS.00,2024-03-02 06:30:23.570000,0.86947864,s
376,FO.OPS.00,2024-03-02 06:30:31.010000,0.6383783,p
377,FO.OPS.00,2024-03-02 06:30:32.130000,0.7185582,s
378,FO.OPS.00,2024-03-02 06:30:37.560000,0.34193748,s
379,FO.OPS.00,2024-03-02 06:30:39.020000,0.84266186,p
380,FO.OPS.00,2024-03-02 06:30:40.160000,0.8189322,s
381,FO.OPS.00,2024-03-02 06:30:41.500000,0.11022651,s
382,FO.OPS.00,2024-03-02 06:30:41.520000,0.29685497,p
383,FO.OPS.00,2024-03-02 06:30:42.900000,0.25054714,s
384,FO.OPS.00,2024-03-02 06:30:47.870000,0.44650006,p
385,FO.OPS.00,2024-03-02 06:30:48.570000,0.35308027,s
386,FO.OPS.00,2024-03-02 06:30:49.050000,0.14798106,s
387,FO.OPS.00,2024-03-02 06:30:48.930000,0.90041924,p
388,FO.OPS.00,2024-03-02 06:30:50.050000,0.87894297,s
389,FO.OPS.00,2024-03-02 06:30:54.010000,0.6861021,p
390,FO.OPS.00,2024-03-02 06:30:55.100000,0.9365998,s
391,FO.OPS.00,2024-03-02 06:31:00.140000,0.5855492,p
392,FO.OPS.00,2024-03-02 06:31:01.270000,0.6621665,s
393,FO.OPS.00,2024-03-02 06:31:01.590000,0.54295254,p
